Cut	FaceIndex	Character
ep7.mov.Scene-152-OUT	00	Unknown Person
ep7.mov.Scene-152-OUT	01	Unknown Person
ep7.mov.Scene-153-IN	00	Yara Greyjoy
ep7.mov.Scene-153-IN	01	Bronn
ep7.mov.Scene-153-IN	02	Podrick
ep7.mov.Scene-548-IN	00	Daenerys Targaryen
ep7.mov.Scene-548-OUT	00	Daenerys Targaryen
ep7.mov.Scene-548-OUT	01	Jon Snow
ep7.mov.Scene-549-IN	00	Ser Davos
ep7.mov.Scene-549-OUT	00	Ser Davos
ep7.mov.Scene-551-IN	00	Tyrion Lannister
ep7.mov.Scene-554-IN	00	Unknown - not a face
ep7.mov.Scene-722-IN	00	Unknown - not a face
ep7.mov.Scene-723-IN	00	Jorah Mormont
ep7.mov.Scene-723-OUT	00	Jorah Mormont
ep7.mov.Scene-724-IN	00	Daenerys Targaryen
ep7.mov.Scene-724-OUT	00	Daenerys Targaryen
ep7.mov.Scene-743-OUT	00	Theon Greyjoy
ep7.mov.Scene-745-OUT	00	Theon Greyjoy
ep7.mov.Scene-175-OUT	00	the hound
ep7.mov.Scene-175-OUT	01	Unknown Person
ep7.mov.Scene-991-IN	00	Sansa Stark
ep7.mov.Scene-994-IN	00	Sansa Stark
ep7.mov.Scene-994-OUT	00	Sansa Stark
ep7.mov.Scene-996-OUT	00	Peytr Baelish
ep7.mov.Scene-997-OUT	00	Bran Stark
ep7.mov.Scene-998-IN	00	Peytr Baelish
ep7.mov.Scene-275-OUT	00	Daenerys Targaryen
ep7.mov.Scene-279-IN	00	Cersei Lannister
ep7.mov.Scene-279-OUT	00	Cersei Lannister
ep7.mov.Scene-280-IN	00	Euron Greyjoy
ep7.mov.Scene-280-OUT	00	Euron Greyjoy
ep7.mov.Scene-282-IN	00	Daenerys Targaryen
ep7.mov.Scene-282-OUT	00	Daenerys Targaryen
ep7.mov.Scene-592-IN	00	Cersei Lannister
ep7.mov.Scene-593-IN	00	Tyrion Lannister
ep7.mov.Scene-596-IN	00	Cersei Lannister
ep7.mov.Scene-596-OUT	00	Cersei Lannister
ep7.mov.Scene-304-OUT	00	Varys
ep7.mov.Scene-305-IN	00	Qyburn
ep7.mov.Scene-305-IN	01	Euron Greyjoy
ep7.mov.Scene-305-OUT	00	Qyburn
ep7.mov.Scene-305-OUT	01	Euron Greyjoy
ep7.mov.Scene-464-IN	00	Jaime Lannister
ep7.mov.Scene-464-OUT	00	Jaime Lannister
ep7.mov.Scene-465-IN	00	Euron Greyjoy
ep7.mov.Scene-465-OUT	00	Euron Greyjoy
ep7.mov.Scene-466-IN	00	Daenerys Targaryen
ep7.mov.Scene-466-IN	01	Jorah Mormont
ep7.mov.Scene-466-OUT	00	Daenerys Targaryen
ep7.mov.Scene-401-OUT	00	Cersei Lannister
ep7.mov.Scene-402-IN	00	Cersei Lannister
ep7.mov.Scene-402-IN	01	Jaime Lannister
ep7.mov.Scene-402-IN	02	Euron Greyjoy
ep7.mov.Scene-406-IN	00	the hound
ep7.mov.Scene-406-OUT	00	the hound
ep7.mov.Scene-410-IN	00	Euron Greyjoy
ep7.mov.Scene-203-IN	00	Jon Snow
ep7.mov.Scene-203-IN	01	Varys
ep7.mov.Scene-203-IN	02	Bronn
ep7.mov.Scene-203-OUT	00	Jon Snow
ep7.mov.Scene-203-OUT	01	Unknown Person
ep7.mov.Scene-203-OUT	02	Unknown Person
ep7.mov.Scene-203-OUT	03	Brienne of Tarth
ep7.mov.Scene-205-OUT	00	Missandei
ep7.mov.Scene-206-OUT	00	Jon Snow
ep7.mov.Scene-209-IN	00	Bronn
ep7.mov.Scene-347-OUT	00	Cersei Lannister
ep7.mov.Scene-348-IN	00	Tyrion Lannister
ep7.mov.Scene-348-OUT	00	Tyrion Lannister
ep7.mov.Scene-349-OUT	00	the hound
ep7.mov.Scene-350-IN	00	Cersei Lannister
ep7.mov.Scene-350-IN	01	Jaime Lannister
ep7.mov.Scene-350-IN	02	Qyburn
ep7.mov.Scene-350-OUT	00	Cersei Lannister
ep7.mov.Scene-350-OUT	01	Jaime Lannister
ep7.mov.Scene-350-OUT	02	Qyburn____Unknown Person
ep7.mov.Scene-455-OUT	00	Jon Snow
ep7.mov.Scene-456-IN	00	Cersei Lannister
ep7.mov.Scene-456-OUT	00	Cersei Lannister
ep7.mov.Scene-457-IN	00	Jon Snow
ep7.mov.Scene-457-OUT	00	Jon Snow
ep7.mov.Scene-458-IN	00	Cersei Lannister
ep7.mov.Scene-536-OUT	00	Tyrion Lannister
ep7.mov.Scene-537-IN	00	Jon Snow
ep7.mov.Scene-537-IN	01	Ser Davos
ep7.mov.Scene-537-OUT	00	Jon Snow
ep7.mov.Scene-538-OUT	00	Tyrion Lannister
ep7.mov.Scene-539-IN	00	Jon Snow
ep7.mov.Scene-539-IN	01	Daenerys Targaryen
ep7.mov.Scene-539-OUT	00	Daenerys Targaryen
ep7.mov.Scene-539-OUT	01	Jon Snow
ep7.mov.Scene-688-IN	00	Cersei Lannister
ep7.mov.Scene-688-IN	01	Qyburn
ep7.mov.Scene-688-OUT	00	Cersei Lannister
ep7.mov.Scene-688-OUT	01	Qyburn
ep7.mov.Scene-689-IN	00	Daenerys Targaryen
ep7.mov.Scene-689-IN	01	Missandei
ep7.mov.Scene-689-IN	02	Jon Snow
ep7.mov.Scene-689-OUT	00	Daenerys Targaryen
ep7.mov.Scene-689-OUT	01	Missandei
ep7.mov.Scene-689-OUT	02	Varys
ep7.mov.Scene-1181-IN	00	Sansa Stark
ep7.mov.Scene-1181-OUT	00	Sansa Stark
ep7.mov.Scene-1182-IN	00	Arya Stark
ep7.mov.Scene-1172-OUT	00	Sansa Stark
ep7.mov.Scene-1172-OUT	01	Arya Stark
ep7.mov.Scene-1173-IN	00	Arya Stark
ep7.mov.Scene-532-IN	00	Tyrion Lannister
ep7.mov.Scene-532-OUT	00	Tyrion Lannister
ep7.mov.Scene-533-OUT	00	Jon Snow
ep7.mov.Scene-534-IN	00	Tyrion Lannister
ep7.mov.Scene-535-IN	00	Jon Snow
ep7.mov.Scene-535-IN	01	Daenerys Targaryen
ep7.mov.Scene-535-OUT	00	Jon Snow
ep7.mov.Scene-535-OUT	01	Daenerys Targaryen
ep7.mov.Scene-525-IN	00	Cersei Lannister
ep7.mov.Scene-527-IN	00	Brienne of Tarth
ep7.mov.Scene-527-OUT	00	Brienne of Tarth
ep7.mov.Scene-528-IN	00	Missandei
ep7.mov.Scene-528-IN	01	Varys
ep7.mov.Scene-528-IN	02	Tyrion Lannister
ep7.mov.Scene-528-OUT	00	Tyrion Lannister
ep7.mov.Scene-075-OUT	00	Bronn
ep7.mov.Scene-075-OUT	01	Jaime Lannister
ep7.mov.Scene-077-IN	00	Bronn
ep7.mov.Scene-077-IN	01	Jaime Lannister
ep7.mov.Scene-1001-OUT	00	Sansa Stark
ep7.mov.Scene-1004-IN	00	Sansa Stark
ep7.mov.Scene-1004-OUT	00	Sansa Stark
ep7.mov.Scene-1005-IN	00	Peytr Baelish
ep7.mov.Scene-1132-IN	00	Samwell Tarly
ep7.mov.Scene-1134-IN	00	Samwell Tarly
ep7.mov.Scene-1134-OUT	00	Samwell Tarly
ep7.mov.Scene-1136-IN	00	Samwell Tarly
ep7.mov.Scene-1136-OUT	00	Samwell Tarly
ep7.mov.Scene-1138-IN	00	Samwell Tarly
ep7.mov.Scene-1138-OUT	00	Samwell Tarly
ep7.mov.Scene-1026-IN	00	Cersei Lannister
ep7.mov.Scene-1026-OUT	00	Jaime Lannister
ep7.mov.Scene-1028-IN	00	Jaime Lannister
ep7.mov.Scene-1028-OUT	00	Jaime Lannister
ep7.mov.Scene-1029-IN	00	Cersei Lannister
ep7.mov.Scene-1029-OUT	00	Cersei Lannister
ep7.mov.Scene-1030-IN	00	Jaime Lannister
ep7.mov.Scene-558-IN	00	Jaime Lannister
ep7.mov.Scene-558-OUT	00	Jaime Lannister
ep7.mov.Scene-560-IN	00	Jaime Lannister
ep7.mov.Scene-560-OUT	00	Jaime Lannister
ep7.mov.Scene-561-IN	00	Tyrion Lannister
ep7.mov.Scene-185-IN	00	Bronn
ep7.mov.Scene-185-IN	01	Varys
ep7.mov.Scene-185-OUT	00	Bronn
ep7.mov.Scene-185-OUT	01	Varys
ep7.mov.Scene-187-IN	00	Bronn
ep7.mov.Scene-187-IN	01	Unknown Person
ep7.mov.Scene-187-IN	02	Varys
ep7.mov.Scene-187-IN	03	Podrick
ep7.mov.Scene-187-IN	04	Tyrion Lannister
ep7.mov.Scene-187-IN	05	Unknown Person
ep7.mov.Scene-187-OUT	00	Bronn
ep7.mov.Scene-187-OUT	01	Podrick
ep7.mov.Scene-187-OUT	02	Varys
ep7.mov.Scene-187-OUT	03	Tyrion Lannister
ep7.mov.Scene-372-OUT	00	Cersei Lannister
ep7.mov.Scene-372-OUT	01	Qyburn
ep7.mov.Scene-373-IN	00	the hound
ep7.mov.Scene-374-IN	00	the hound
ep7.mov.Scene-376-OUT	00	Unknown Person
ep7.mov.Scene-378-IN	00	Cersei Lannister
ep7.mov.Scene-378-OUT	00	Cersei Lannister
ep7.mov.Scene-381-OUT	00	Unknown - not a face
ep7.mov.Scene-381-OUT	01	Cersei Lannister
ep7.mov.Scene-073-OUT	00	Bronn
ep7.mov.Scene-074-IN	00	Jaime Lannister
ep7.mov.Scene-074-OUT	00	Jaime Lannister
ep7.mov.Scene-075-IN	00	Jaime Lannister
ep7.mov.Scene-1056-OUT	00	Cersei Lannister
ep7.mov.Scene-1057-IN	00	Jaime Lannister
ep7.mov.Scene-1057-OUT	00	Jaime Lannister
ep7.mov.Scene-1058-OUT	00	Jaime Lannister
ep7.mov.Scene-1059-OUT	00	Unknown - not a face
ep7.mov.Scene-1061-OUT	00	Cersei Lannister
ep7.mov.Scene-168-OUT	00	Podrick
ep7.mov.Scene-170-IN	00	Podrick
ep7.mov.Scene-170-IN	01	Bronn
ep7.mov.Scene-170-OUT	00	Bronn
ep7.mov.Scene-173-IN	00	the hound
ep7.mov.Scene-173-OUT	00	the hound
ep7.mov.Scene-173-OUT	01	Unknown Person
ep7.mov.Scene-175-IN	00	Unknown Person
ep7.mov.Scene-259-OUT	00	Cersei Lannister
ep7.mov.Scene-260-IN	00	Brienne of Tarth
ep7.mov.Scene-260-OUT	00	Brienne of Tarth
ep7.mov.Scene-261-IN	00	Jaime Lannister
ep7.mov.Scene-211-IN	00	Podrick
ep7.mov.Scene-212-IN	00	Jon Snow
ep7.mov.Scene-212-OUT	00	Jon Snow
ep7.mov.Scene-679-OUT	00	Tyrion Lannister
ep7.mov.Scene-680-IN	00	Daenerys Targaryen
ep7.mov.Scene-680-IN	01	Jon Snow
ep7.mov.Scene-680-IN	02	the hound
ep7.mov.Scene-680-OUT	00	Daenerys Targaryen
ep7.mov.Scene-680-OUT	01	Jon Snow
ep7.mov.Scene-682-IN	00	Jorah Mormont
ep7.mov.Scene-682-IN	01	Theon Greyjoy
ep7.mov.Scene-682-OUT	01	Missandei
ep7.mov.Scene-682-OUT	02	Jorah Mormont
ep7.mov.Scene-682-OUT	00	Theon Greyjoy
ep7.mov.Scene-669-OUT	00	Daenerys Targaryen
ep7.mov.Scene-671-IN	00	Daenerys Targaryen
ep7.mov.Scene-676-IN	00	Unknown Person
ep7.mov.Scene-676-IN	01	Theon Greyjoy
ep7.mov.Scene-676-IN	02	Unknown Person
ep7.mov.Scene-676-IN	03	Jorah Mormont
ep7.mov.Scene-676-OUT	00	Unknown Person
ep7.mov.Scene-676-OUT	01	Theon Greyjoy
ep7.mov.Scene-676-OUT	02	Jorah Mormont
ep7.mov.Scene-676-OUT	03	Unknown Person
ep7.mov.Scene-326-OUT	00	Unknown - not a face
ep7.mov.Scene-326-OUT	01	Qyburn
ep7.mov.Scene-328-IN	00	Jaime Lannister
ep7.mov.Scene-329-IN	00	Daenerys Targaryen
ep7.mov.Scene-329-IN	01	Jon Snow
ep7.mov.Scene-329-IN	02	Theon Greyjoy
ep7.mov.Scene-329-OUT	00	Daenerys Targaryen
ep7.mov.Scene-329-OUT	01	Jon Snow
ep7.mov.Scene-329-OUT	02	Tyrion Lannister
ep7.mov.Scene-330-IN	00	Cersei Lannister
ep7.mov.Scene-330-IN	01	Jaime Lannister
ep7.mov.Scene-645-OUT	00	Cersei Lannister
ep7.mov.Scene-647-IN	00	Daenerys Targaryen
ep7.mov.Scene-647-OUT	00	Daenerys Targaryen
ep7.mov.Scene-648-IN	00	Jon Snow
ep7.mov.Scene-648-OUT	00	Jon Snow
ep7.mov.Scene-649-IN	00	Daenerys Targaryen
ep7.mov.Scene-265-IN	00	Cersei Lannister
ep7.mov.Scene-265-OUT	00	Cersei Lannister
ep7.mov.Scene-267-OUT	00	Brienne of Tarth
ep7.mov.Scene-268-IN	00	Cersei Lannister
ep7.mov.Scene-268-OUT	00	Cersei Lannister
ep7.mov.Scene-269-IN	00	Euron Greyjoy
ep7.mov.Scene-270-IN	00	Jon Snow
ep7.mov.Scene-270-IN	01	Cersei Lannister
ep7.mov.Scene-270-IN	02	Ser Davos
ep7.mov.Scene-270-IN	03	Jaime Lannister
ep7.mov.Scene-775-IN	00	Theon Greyjoy
ep7.mov.Scene-775-OUT	00	Theon Greyjoy
ep7.mov.Scene-776-IN	00	Unknown Person
ep7.mov.Scene-776-IN	01	Unknown Person
ep7.mov.Scene-776-IN	02	Unknown Person
ep7.mov.Scene-776-IN	03	Unknown Person
ep7.mov.Scene-776-OUT	00	Unknown Person
ep7.mov.Scene-776-OUT	01	Unknown Person
ep7.mov.Scene-458-OUT	00	Cersei Lannister
ep7.mov.Scene-459-OUT	00	Jaime Lannister
ep7.mov.Scene-460-IN	00	Daenerys Targaryen
ep7.mov.Scene-460-OUT	00	Daenerys Targaryen
ep7.mov.Scene-461-IN	00	Cersei Lannister
ep7.mov.Scene-461-OUT	00	Cersei Lannister
ep7.mov.Scene-462-IN	00	Jaime Lannister
ep7.mov.Scene-1050-OUT	00	Cersei Lannister
ep7.mov.Scene-1052-IN	00	Cersei Lannister
ep7.mov.Scene-1052-OUT	00	Cersei Lannister
ep7.mov.Scene-1053-IN	00	Jaime Lannister
ep7.mov.Scene-1054-IN	00	Cersei Lannister
ep7.mov.Scene-1054-OUT	00	Cersei Lannister
ep7.mov.Scene-1056-IN	00	Cersei Lannister
ep7.mov.Scene-781-IN	00	Theon Greyjoy
ep7.mov.Scene-781-OUT	00	Theon Greyjoy
ep7.mov.Scene-782-OUT	00	Unknown Person
ep7.mov.Scene-782-OUT	01	Unknown Person
ep7.mov.Scene-783-IN	00	Theon Greyjoy
ep7.mov.Scene-783-OUT	00	Theon Greyjoy
ep7.mov.Scene-784-IN	00	Unknown Person
ep7.mov.Scene-784-OUT	00	Unknown Person
ep7.mov.Scene-295-OUT	00	Unknown Person
ep7.mov.Scene-296-IN	00	Tyrion Lannister
ep7.mov.Scene-296-OUT	00	Varys
ep7.mov.Scene-296-OUT	01	Tyrion Lannister
ep7.mov.Scene-297-IN	00	Euron Greyjoy
ep7.mov.Scene-297-IN	01	Qyburn
ep7.mov.Scene-297-OUT	00	Euron Greyjoy
ep7.mov.Scene-297-OUT	01	Qyburn
ep7.mov.Scene-562-IN	00	Jaime Lannister
ep7.mov.Scene-562-OUT	00	Jaime Lannister
ep7.mov.Scene-564-IN	00	Jaime Lannister
ep7.mov.Scene-564-OUT	00	Jaime Lannister
ep7.mov.Scene-574-IN	00	Cersei Lannister
ep7.mov.Scene-574-OUT	00	Cersei Lannister
ep7.mov.Scene-575-OUT	00	Tyrion Lannister
ep7.mov.Scene-692-IN	00	Cersei Lannister
ep7.mov.Scene-299-IN	00	Theon Greyjoy
ep7.mov.Scene-299-OUT	00	Theon Greyjoy
ep7.mov.Scene-299-OUT	01	Missandei
ep7.mov.Scene-1019-OUT	00	Cersei Lannister
ep7.mov.Scene-101-IN	00	Unknown Person
ep7.mov.Scene-1020-IN	00	Jaime Lannister
ep7.mov.Scene-1020-OUT	00	Cersei Lannister
ep7.mov.Scene-1021-IN	02	Unknown Person
ep7.mov.Scene-1021-IN	03	Unknown Person
ep7.mov.Scene-1021-IN	04	Unknown Person
ep7.mov.Scene-1021-IN	00	Unknown Person
ep7.mov.Scene-1021-IN	01	Unknown Person
ep7.mov.Scene-103-IN	00	Unknown Person
ep7.mov.Scene-1041-IN	00	Cersei Lannister
ep7.mov.Scene-1041-OUT	00	Cersei Lannister
ep7.mov.Scene-1042-IN	00	Jaime Lannister
ep7.mov.Scene-1042-OUT	00	Jaime Lannister
ep7.mov.Scene-1046-IN	00	Cersei Lannister
ep7.mov.Scene-225-IN	00	Cersei Lannister
ep7.mov.Scene-225-IN	01	Qyburn
ep7.mov.Scene-225-OUT	00	Cersei Lannister
ep7.mov.Scene-225-OUT	01	Euron Greyjoy
ep7.mov.Scene-226-IN	00	Tyrion Lannister
ep7.mov.Scene-227-IN	00	Qyburn
ep7.mov.Scene-700-OUT	00	Peytr Baelish
ep7.mov.Scene-638-IN	00	Tyrion Lannister
ep7.mov.Scene-638-OUT	00	Tyrion Lannister
ep7.mov.Scene-640-IN	00	Tyrion Lannister
ep7.mov.Scene-640-OUT	00	Tyrion Lannister
ep7.mov.Scene-661-IN	00	Daenerys Targaryen
ep7.mov.Scene-661-OUT	00	Daenerys Targaryen
ep7.mov.Scene-662-IN	00	Jon Snow
ep7.mov.Scene-663-OUT	00	Daenerys Targaryen
ep7.mov.Scene-665-IN	00	Daenerys Targaryen
ep7.mov.Scene-665-OUT	00	Daenerys Targaryen
ep7.mov.Scene-669-IN	00	Daenerys Targaryen
ep7.mov.Scene-189-OUT	00	Varys
ep7.mov.Scene-189-OUT	01	Podrick
ep7.mov.Scene-189-OUT	02	Tyrion Lannister
ep7.mov.Scene-189-OUT	03	Unknown Person
ep7.mov.Scene-189-OUT	04	Unknown Person
ep7.mov.Scene-190-OUT	00	Bronn
ep7.mov.Scene-191-IN	00	Unknown Person
ep7.mov.Scene-191-IN	01	Tyrion Lannister
ep7.mov.Scene-388-IN	00	Cersei Lannister
ep7.mov.Scene-388-OUT	00	Cersei Lannister
ep7.mov.Scene-391-IN	00	Cersei Lannister
ep7.mov.Scene-391-OUT	00	Cersei Lannister
ep7.mov.Scene-394-OUT	00	Cersei Lannister
ep7.mov.Scene-119-OUT	00	Jon Snow
ep7.mov.Scene-119-OUT	01	Ser Davos
ep7.mov.Scene-686-OUT	00	Cersei Lannister
ep7.mov.Scene-686-OUT	01	Qyburn
ep7.mov.Scene-686-OUT	02	Jaime Lannister
ep7.mov.Scene-687-IN	00	Missandei
ep7.mov.Scene-687-IN	01	Daenerys Targaryen
ep7.mov.Scene-687-IN	02	Jon Snow
ep7.mov.Scene-687-OUT	00	Missandei
ep7.mov.Scene-687-OUT	03	Jon Snow
ep7.mov.Scene-687-OUT	01	Daenerys Targaryen
ep7.mov.Scene-687-OUT	02	Varys
ep7.mov.Scene-434-OUT	00	Qyburn
ep7.mov.Scene-434-OUT	01	Tyrion Lannister
ep7.mov.Scene-293-IN	00	Cersei Lannister
ep7.mov.Scene-293-OUT	00	Cersei Lannister
ep7.mov.Scene-294-IN	00	Jon Snow
ep7.mov.Scene-294-OUT	00	Jon Snow
ep7.mov.Scene-588-IN	00	Cersei Lannister
ep7.mov.Scene-1079-IN	00	Cersei Lannister
ep7.mov.Scene-1079-OUT	00	Cersei Lannister
ep7.mov.Scene-1080-IN	00	Jaime Lannister
ep7.mov.Scene-330-OUT	00	Cersei Lannister
ep7.mov.Scene-330-OUT	01	Jaime Lannister
ep7.mov.Scene-331-IN	00	Jon Snow
ep7.mov.Scene-331-OUT	00	Jon Snow
ep7.mov.Scene-579-IN	00	Tyrion Lannister
ep7.mov.Scene-579-OUT	00	Tyrion Lannister
ep7.mov.Scene-580-IN	00	Cersei Lannister
ep7.mov.Scene-580-OUT	00	Cersei Lannister
ep7.mov.Scene-582-IN	00	Cersei Lannister
ep7.mov.Scene-634-OUT	00	Cersei Lannister
ep7.mov.Scene-636-IN	00	Tyrion Lannister
ep7.mov.Scene-636-OUT	00	Tyrion Lannister
ep7.mov.Scene-690-IN	00	Tyrion Lannister
ep7.mov.Scene-690-OUT	00	Tyrion Lannister
ep7.mov.Scene-691-IN	00	Jon Snow
ep7.mov.Scene-691-IN	01	the hound
ep7.mov.Scene-691-IN	02	Daenerys Targaryen
ep7.mov.Scene-691-OUT	02	Jon Snow
ep7.mov.Scene-691-OUT	01	Daenerys Targaryen
ep7.mov.Scene-691-OUT	00	the hound
ep7.mov.Scene-270-OUT	00	Jon Snow
ep7.mov.Scene-270-OUT	01	Jaime Lannister
ep7.mov.Scene-270-OUT	02	Cersei Lannister
ep7.mov.Scene-270-OUT	03	Ser Davos
ep7.mov.Scene-273-IN	00	Cersei Lannister
ep7.mov.Scene-273-IN	01	Unknown Person
ep7.mov.Scene-273-IN	02	Jorah Mormont
ep7.mov.Scene-189-IN	01	Unknown Person
ep7.mov.Scene-189-IN	02	Varys
ep7.mov.Scene-189-IN	03	Unknown Person
ep7.mov.Scene-189-IN	04	Podrick
ep7.mov.Scene-189-IN	05	Tyrion Lannister
ep7.mov.Scene-189-IN	00	Bronn
ep7.mov.Scene-878-IN	00	Unknown Person
ep7.mov.Scene-878-IN	01	Unknown Person
ep7.mov.Scene-1012-OUT	00	Peytr Baelish
ep7.mov.Scene-1014-OUT	00	Peytr Baelish
ep7.mov.Scene-927-OUT	00	Unknown Person
ep7.mov.Scene-936-IN	00	Unknown - not a face
ep7.mov.Scene-541-IN	00	Daenerys Targaryen
ep7.mov.Scene-541-IN	01	Jorah Mormont
ep7.mov.Scene-683-IN	00	Daenerys Targaryen
ep7.mov.Scene-683-IN	01	Unknown Person
ep7.mov.Scene-683-IN	02	Jon Snow
ep7.mov.Scene-683-IN	03	Unknown Person
ep7.mov.Scene-683-IN	04	Brienne of Tarth
ep7.mov.Scene-683-IN	05	Unknown Person
ep7.mov.Scene-683-IN	06	Ser Davos
ep7.mov.Scene-683-OUT	01	Jon Snow
ep7.mov.Scene-683-OUT	02	Unknown Person
ep7.mov.Scene-683-OUT	03	Unknown Person
ep7.mov.Scene-683-OUT	04	Ser Davos
ep7.mov.Scene-683-OUT	00	Daenerys Targaryen
ep7.mov.Scene-990-IN	00	Peytr Baelish
ep7.mov.Scene-516-OUT	00	Jon Snow
ep7.mov.Scene-520-IN	00	Brienne of Tarth
ep7.mov.Scene-520-IN	01	Jaime Lannister
ep7.mov.Scene-520-OUT	00	Jaime Lannister
ep7.mov.Scene-521-IN	00	Jaime Lannister
ep7.mov.Scene-521-IN	01	the hound____Unknown Person
ep7.mov.Scene-521-IN	02	Brienne of Tarth
ep7.mov.Scene-588-OUT	00	Cersei Lannister
ep7.mov.Scene-589-IN	00	Tyrion Lannister
ep7.mov.Scene-589-OUT	00	Tyrion Lannister
ep7.mov.Scene-590-IN	00	Cersei Lannister
ep7.mov.Scene-590-OUT	00	Cersei Lannister
ep7.mov.Scene-193-IN	00	Varys
ep7.mov.Scene-193-IN	01	Podrick
ep7.mov.Scene-193-OUT	00	Varys
ep7.mov.Scene-231-IN	00	Jon Snow
ep7.mov.Scene-231-IN	01	Brienne of Tarth
ep7.mov.Scene-231-OUT	00	Brienne of Tarth
ep7.mov.Scene-232-IN	00	Jaime Lannister
ep7.mov.Scene-232-OUT	00	Brienne of Tarth
ep7.mov.Scene-233-IN	00	Cersei Lannister
ep7.mov.Scene-233-OUT	00	Cersei Lannister
ep7.mov.Scene-234-IN	00	Tyrion Lannister
ep7.mov.Scene-128-IN	00	Qyburn
ep7.mov.Scene-136-OUT	00	Cersei Lannister
ep7.mov.Scene-138-IN	00	Jaime Lannister
ep7.mov.Scene-140-IN	00	Missandei
ep7.mov.Scene-140-IN	01	Unknown Person
ep7.mov.Scene-140-IN	02	Jon Snow
ep7.mov.Scene-140-IN	03	Varys
ep7.mov.Scene-140-IN	04	Unknown Person
ep7.mov.Scene-140-OUT	00	Jon Snow
ep7.mov.Scene-140-OUT	01	Missandei
ep7.mov.Scene-140-OUT	02	Unknown Person
ep7.mov.Scene-140-OUT	03	Unknown Person
ep7.mov.Scene-140-OUT	04	Unknown Person
ep7.mov.Scene-335-OUT	00	Cersei Lannister
ep7.mov.Scene-335-OUT	01	Qyburn
ep7.mov.Scene-336-IN	00	Jon Snow
ep7.mov.Scene-336-OUT	00	Jon Snow
ep7.mov.Scene-336-OUT	01	Tyrion Lannister
ep7.mov.Scene-337-IN	00	Cersei Lannister
ep7.mov.Scene-337-OUT	00	Cersei Lannister
ep7.mov.Scene-338-IN	00	Jon Snow
ep7.mov.Scene-338-IN	01	Tyrion Lannister
ep7.mov.Scene-513-IN	00	Cersei Lannister
ep7.mov.Scene-513-OUT	00	Cersei Lannister
ep7.mov.Scene-481-IN	00	Daenerys Targaryen
ep7.mov.Scene-481-OUT	00	Daenerys Targaryen
ep7.mov.Scene-482-OUT	00	Tyrion Lannister
ep7.mov.Scene-483-OUT	00	Jon Snow
ep7.mov.Scene-771-OUT	00	Theon Greyjoy
ep7.mov.Scene-773-IN	00	Theon Greyjoy
ep7.mov.Scene-773-OUT	00	Theon Greyjoy
ep7.mov.Scene-321-IN	00	Tyrion Lannister
ep7.mov.Scene-321-OUT	00	Tyrion Lannister
ep7.mov.Scene-323-OUT	00	Varys
ep7.mov.Scene-324-IN	00	Cersei Lannister
ep7.mov.Scene-325-IN	00	Missandei
ep7.mov.Scene-326-IN	00	Unknown - not a face
ep7.mov.Scene-338-OUT	00	Jon Snow
ep7.mov.Scene-339-IN	00	Cersei Lannister
ep7.mov.Scene-339-OUT	00	Cersei Lannister
ep7.mov.Scene-340-IN	00	Daenerys Targaryen
ep7.mov.Scene-340-IN	01	Jorah Mormont
ep7.mov.Scene-498-IN	00	Cersei Lannister
ep7.mov.Scene-498-OUT	00	Cersei Lannister
ep7.mov.Scene-499-IN	00	Daenerys Targaryen
ep7.mov.Scene-499-OUT	00	Daenerys Targaryen
ep7.mov.Scene-500-IN	00	Cersei Lannister
ep7.mov.Scene-500-OUT	00	Cersei Lannister
ep7.mov.Scene-626-OUT	00	Cersei Lannister
ep7.mov.Scene-628-OUT	00	Cersei Lannister
ep7.mov.Scene-630-IN	00	Cersei Lannister
ep7.mov.Scene-630-OUT	00	Cersei Lannister
ep7.mov.Scene-632-IN	00	Cersei Lannister
ep7.mov.Scene-632-OUT	00	Cersei Lannister
ep7.mov.Scene-634-IN	00	Cersei Lannister
ep7.mov.Scene-396-OUT	00	the hound
ep7.mov.Scene-397-IN	00	Cersei Lannister
ep7.mov.Scene-399-IN	00	Jaime Lannister
ep7.mov.Scene-399-OUT	00	Jaime Lannister
ep7.mov.Scene-400-IN	00	Jaime Lannister
ep7.mov.Scene-400-OUT	00	Cersei Lannister
ep7.mov.Scene-401-IN	00	Cersei Lannister
ep7.mov.Scene-467-IN	00	Jon Snow
ep7.mov.Scene-471-IN	00	Jon Snow
ep7.mov.Scene-471-OUT	00	Jon Snow
ep7.mov.Scene-473-IN	00	Cersei Lannister
ep7.mov.Scene-641-IN	00	Cersei Lannister
ep7.mov.Scene-641-OUT	00	Cersei Lannister
ep7.mov.Scene-642-IN	00	Tyrion Lannister
ep7.mov.Scene-642-OUT	00	Tyrion Lannister
ep7.mov.Scene-643-IN	00	Cersei Lannister
ep7.mov.Scene-643-OUT	00	Cersei Lannister
ep7.mov.Scene-645-IN	00	Cersei Lannister
ep7.mov.Scene-309-OUT	00	Euron Greyjoy
ep7.mov.Scene-312-IN	00	Daenerys Targaryen
ep7.mov.Scene-312-IN	01	Unknown Person
ep7.mov.Scene-312-IN	02	Unknown Person
ep7.mov.Scene-312-IN	03	Unknown Person
ep7.mov.Scene-312-IN	04	Unknown Person
ep7.mov.Scene-746-IN	00	Jon Snow
